trial_number,timestamp,objective_value,epochs,prop_epochs,lr,prop_lr,batch_size,embedding_k,gamma,G,verbose,test_ratio,unbiased_test_ratio,seed,save_results,bmse_weight,beta,ece_weight,n_bins,ECE,BMSE,DR_Bias,DR_Variance,MSE,MAE
21,2025-07-29 19:46:51,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.13094700872898102,0.014282766729593277,0.04885753616690636,5.058716396888485e-06,0.05946783348917961,0.18778805434703827
22,2025-07-29 19:51:25,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.13138824701309204,0.01453567948192358,0.04938675835728645,5.098804649605881e-06,0.05932948738336563,0.18728172779083252
23,2025-07-29 19:57:21,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.13419735431671143,0.014363249763846397,0.05364636704325676,5.323881850927137e-06,0.05966115742921829,0.18841931223869324
24,2025-07-29 20:03:16,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,20,1.0,10.0,10,0.1337343156337738,0.011291473172605038,0.055062878876924515,5.730439625040162e-06,0.06540513783693314,0.19709700345993042
25,2025-07-29 20:24:54,,150,100,0.001,0.001,128,32,0.01,4,False,0.2,0.2,2024,,20,1.0,10.0,10,0.13214151561260223,0.19807745516300201,0.016916688531637192,1.9979241187684238e-05,0.12220972776412964,0.26110512018203735
27,2025-07-29 20:32:20,,150,100,0.001,0.001,128,4,0.05,1,False,0.2,0.2,2024,,5,1.0,10.0,10,0.13546855747699738,0.038617298007011414,0.04377684369683266,3.9394772102241404e-06,0.03807932510972023,0.1523955911397934
28,2025-07-29 20:39:30,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.13595137000083923,0.18465560674667358,0.004035153891891241,2.4141600079019554e-06,0.015914317220449448,0.09383677691221237
29,2025-07-29 20:41:13,,150,100,0.1,0.001,128,4,0.01,1,False,0.2,0.2,2024,,20,1.0,10.0,10,0.1302136927843094,0.014198936522006989,0.04704802855849266,6.931716143299127e-06,0.07463058084249496,0.21228764951229095
30,2025-07-29 20:43:08,,150,100,0.1,0.01,128,4,0.01,1,False,0.2,0.2,2024,,20,1.0,10.0,10,0.14133195579051971,0.015599879436194897,0.06701826304197311,8.623268513474613e-06,0.07709681987762451,0.21577855944633484
31,2025-07-29 20:44:45,,150,100,0.1,0.001,128,4,0.01,1,False,0.2,0.2,2024,,20,1.0,10.0,10,0.1341954469680786,0.015397814102470875,0.05273052304983139,7.606015969940927e-06,0.07723774760961533,0.21482053399085999
32,2025-07-29 20:46:29,,150,100,0.1,0.001,128,4,0.01,1,False,0.2,0.2,2024,,20,1.0,10.0,10,0.13363784551620483,0.017232131212949753,0.04962778463959694,7.502309017581865e-06,0.07551253587007523,0.21322371065616608
33,2025-07-29 20:51:03,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,20,1.0,10.0,10,0.1327550709247589,0.01110378559678793,0.05443143472075462,5.5731138672854286e-06,0.06487883627414703,0.19593514502048492
34,2025-07-29 20:53:41,,150,100,0.01,0.001,128,4,0.01,4,False,0.2,0.2,2024,,20,1.0,10.0,10,0.13572686910629272,0.08692926168441772,0.029794538393616676,2.930641358034336e-06,0.023526040837168694,0.11812377721071243
36,2025-07-29 20:57:24,,150,100,0.001,0.05,128,32,0.01,1,False,0.2,0.2,2024,,20,1.0,10.0,10,0.26507899165153503,4189688320.0,17358.220703125,450596.65625,0.1986871063709259,0.3493904173374176
38,2025-07-29 21:00:33,,150,100,0.1,0.1,128,4,0.05,6,False,0.2,0.2,2024,,20,1.0,10.0,10,0.13894887268543243,0.37159356474876404,0.10644892603158951,2.8472921258071437e-05,0.07860440015792847,0.21033057570457458
40,2025-07-29 21:06:29,,150,100,0.001,0.001,128,4,0.1,1,False,0.2,0.2,2024,,5,1.0,10.0,10,0.13365359604358673,0.03864869847893715,0.04099414497613907,3.5416405808064155e-06,0.03639715537428856,0.14800816774368286
41,2025-07-29 21:13:44,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,1,1.0,10.0,10,0.13557782769203186,0.115016870200634,0.02122100628912449,2.5386591460119234e-06,0.018919549882411957,0.10488516837358475
42,2025-07-29 21:17:49,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,20,1.0,10.0,10,0.1338168978691101,0.010985927656292915,0.05620434135198593,5.666044216923183e-06,0.0651358887553215,0.19597986340522766
43,2025-07-29 21:22:36,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,20,1.0,10.0,10,0.13525372743606567,0.011445489712059498,0.05805332586169243,5.872106157767121e-06,0.06526628136634827,0.19714577496051788
44,2025-07-29 21:28:15,,150,100,0.01,0.05,64,8,0.01,6,False,0.2,0.2,2024,,20,1.0,10.0,10,0.16184720396995544,0.2653577923774719,0.13658671081066132,1.7154632587335072e-05,0.04036467894911766,0.1514127403497696
45,2025-07-29 21:33:08,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,20,1.0,10.0,10,0.1346469670534134,0.010963886976242065,0.057148173451423645,5.754769063059939e-06,0.06529765576124191,0.1968694031238556
46,2025-07-29 21:39:19,,150,100,0.001,0.001,128,4,0.1,4,False,0.2,0.2,2024,,20,1.0,10.0,10,0.13217569887638092,0.09750623255968094,0.01968369446694851,2.506801820345572e-06,0.021031076088547707,0.10947229713201523
